FarmID,Year,Rainfall_mm,Temperature_C,Fertilizer_kg/ha,Pesticide_L/ha,SoilType,Yield_Tons/ha,Yield_Category
F050,2022,712.3715969395843,20.248555865274852,180.72796650083487,2.519837080125304,Clay,4.690544857917484,Medium Yield
F051,2017,731.4156405238082,19.824770541897152,242.27581799078285,2.8136433158388856,Clay,7.966744775664925,High Yield
F052,2015,546.146105908901,24.118597959048753,162.44105561785452,2.0281012253076582,Sandy,3.0555515160640723,Medium Yield
F053,2018,508.47069876780193,25.625384266637948,145.2229301901369,1.489991389536843,Loam,2.108452181693125,Low Yield
F054,2016,700.9117627190626,23.15760505698788,193.83407326515425,2.56867559848558,Loam,4.963362291100608,Medium Yield
F055,2022,578.8901758844565,24.145643846385003,130.93179447628034,1.2715709881691628,Clay,3.072936255327973,Medium Yield
F056,2018,608.5012676142944,23.428600913599798,176.29880547588496,1.7615622088740341,Loam,4.19881270749716,Medium Yield
F057,2016,685.623370149546,21.142498507809414,196.1655004117233,2.3855705880983855,Sandy,6.465023138339374,High Yield
F058,2020,679.7583761906385,20.94308445848727,162.92565690232408,2.814788315550603,Sandy,6.325639545512775,High Yield
F059,2020,615.6204976082297,23.618514310389507,189.55164788796202,1.532308852921603,Loam,3.8483647511143353,Medium Yield
F060,2024,610.742434210923,24.105617523900843,219.67827460455234,2.3616275802932982,Loam,5.255241383329396,High Yield
F061,2018,665.3737934766432,23.546850320724083,167.57462925863746,2.2825162174302873,Clay,5.05288446103256,High Yield
F062,2020,642.8521533080973,20.598860609756535,199.69864127772232,2.303714799884301,Loam,5.8179957091153724,High Yield
F063,2016,615.6204976082297,22.25699693523544,145.66261143426132,1.984213830134771,Clay,3.5027709116335046,Medium Yield
F064,2024,583.5347235851892,22.03390411805239,240.93977789679874,2.263311800094001,Clay,5.539225085363263,High Yield
F065,2016,750.0,18.48209453522094,250.0,3.0,Sandy,7.8733571496500545,High Yield
F066,2024,615.6204976082297,24.41292734758734,215.2869996972333,1.8892305261236437,Sandy,4.92045291775673,Medium Yield
F067,2018,739.8450723529768,20.18549860066193,241.84905813823323,2.6069041827402413,Sandy,7.436592726311324,High Yield
F068,2022,592.1672731290469,23.38834884067465,212.61120511491606,2.158833094109336,Sandy,4.606366193062572,Medium Yield
F069,2021,492.2313196592644,22.893839249221074,176.71908952440944,1.9106490877276414,Loam,4.100470446168054,Medium Yield
F070,2023,710.3135301350668,19.348176672269897,237.25728077264972,2.407561103045819,Clay,5.870620172183389,High Yield
F071,2022,654.8993024884153,20.18612509947478,209.78002822985428,2.2761261074869767,Loam,6.013544357978597,High Yield
F072,2019,750.0,19.733985403446894,221.1340127363203,3.0,Sandy,7.185005390431418,High Yield
F073,2016,621.8362386545314,21.179240348674618,199.61484800381385,1.221621636676762,Loam,3.3811116094493316,Medium Yield
F074,2019,574.5648702074096,23.61862059034287,193.24228002373192,1.7095846843646192,Clay,4.995160279308514,Medium Yield
F075,2022,598.0651033596316,24.310534508558195,183.8744742461838,2.480157825066367,Loam,5.432025195255099,High Yield
F076,2024,630.6465860328839,18.0,205.7696486596603,2.82406769206725,Loam,6.611324085837854,High Yield
F077,2023,419.6228091642221,23.072648385321443,124.27385086199297,1.3128859057371236,Sandy,2.2616226305266025,Low Yield
F078,2023,727.4606503367522,18.385364865369652,250.0,2.9033965411741725,Loam,7.967303064784046,High Yield
F079,2015,683.0477954069106,21.101544771615526,188.39150028307677,2.1568726024901417,Clay,4.8196670839456575,Medium Yield
F080,2023,465.139221241173,23.794657087271823,214.90971797207698,2.1654247300047826,Clay,3.677362050780552,Medium Yield
F081,2021,750.0,18.7662837781669,250.0,3.0,Sandy,7.300964133597554,High Yield
F082,2023,722.1931508633213,18.356381416535815,226.76112466533849,2.030048589415104,Clay,6.486312643384483,High Yield
F083,2022,750.0,20.284570657588088,250.0,2.786333677395348,Clay,7.718431082143719,High Yield
F084,2015,610.9806232132274,23.71614762283542,164.7992625460431,1.6006248423617613,Clay,3.984501828023082,Medium Yield
F085,2022,577.3897143669594,20.514649786641417,162.5903426858065,2.649390154326448,Sandy,5.31658980101294,High Yield
F086,2022,675.8053652222249,23.46534415320994,182.09124163022452,1.4536598837257615,Loam,5.43375481502503,High Yield
F087,2017,717.3741316484085,18.0,250.0,3.0,Sandy,7.881989502296274,High Yield
F088,2015,400.0,23.07214230489574,141.52562435726662,1.1892311374857805,Loam,2.4520775360367693,Low Yield
F089,2022,570.6161149507037,23.48254008997774,188.37922243495717,2.189615736027758,Clay,3.834182115723091,Medium Yield
F090,2017,495.4087590565284,24.597903701206405,156.48521537754453,1.933269835408237,Sandy,3.145466186902076,Medium Yield
F091,2017,625.9154816003025,24.28431391165209,182.66411591937714,1.738042377117052,Sandy,3.6108491413409407,Medium Yield
F092,2015,600.5686411892369,22.904927632906364,222.1134184673713,1.5609828430545527,Loam,4.911679245657894,Medium Yield
F093,2019,587.6106946084677,23.47903558966117,176.87335553586513,1.6516210311008024,Sandy,4.236121202564296,Medium Yield
F094,2024,610.5654888447135,23.25305446110272,193.00569579028806,1.7257291772836387,Loam,4.368148800856833,Medium Yield
F095,2021,695.7359175464878,18.307770744090416,197.37824152020536,2.3099632005257944,Loam,7.065278844357868,High Yield
F096,2024,615.6204976082297,18.0,239.64901434140742,3.0,Loam,7.580101008864991,High Yield
F097,2023,548.1629354870224,26.085426393017098,120.78265220565325,0.821002296160573,Loam,2.4224967850972634,Low Yield
F098,2021,489.0250894620336,24.298294383934632,163.90789127431495,2.106320848064914,Sandy,3.253512305692161,Medium Yield
F099,2023,628.5845010399332,21.696792233049006,217.7236407762523,2.9722408842587322,Loam,6.026861100944304,High Yield
F100,2022,533.2892273601947,20.249233406837373,182.50129005409434,1.6819446363724555,Clay,4.151880687776983,Medium Yield
F101,2016,626.0556915082841,22.84259305835057,156.49095872441976,1.700105453044705,Clay,3.5249818944184326,Medium Yield
F102,2015,529.9287806095799,26.145848939723795,216.68956843182724,1.656984809864383,Clay,3.7717435305136324,Medium Yield
F103,2021,565.0054126767786,23.909668996731657,148.4265307439812,2.0003301230558828,Clay,3.935304585431603,Medium Yield
F104,2021,680.2455871052478,19.578302214533668,206.39243538579552,3.0,Loam,7.092018769548046,High Yield
F105,2022,507.9542018397932,25.537226564639294,185.96946730195992,1.458564094089824,Clay,2.819727988652173,Low Yield
F106,2019,636.717663365067,23.49584331197338,203.1669045405905,2.5949431321407914,Clay,6.253465981460712,High Yield
F107,2017,655.7514596203818,24.350924486621235,180.79843365141102,1.9753561775204718,Sandy,5.316919861447446,High Yield
F108,2022,513.2914050435523,20.90689278667262,216.9156291148396,1.8119707094067237,Sandy,3.7790608618867907,Medium Yield
F109,2020,530.0699470716478,20.535891838048872,204.4398006866774,1.9609177295139628,Loam,4.518685138677659,Medium Yield
F110,2017,526.8333042219072,21.158331939715378,154.43399019161208,1.3318496726142017,Clay,3.5372416615667484,Medium Yield
F111,2015,608.1105882006646,19.792985335097,210.6454505862603,2.267377075070218,Clay,5.669082265194083,High Yield
F112,2017,442.0262311646442,24.970422594976583,185.59677099158068,1.1630343328546286,Clay,2.489565082401442,Low Yield
F113,2019,472.69238652801147,25.824136245296796,196.1655004117233,0.9518729431558075,Loam,2.0311091766439207,Low Yield
F114,2017,569.3164128962004,18.495073773104348,233.86109078385041,1.9583546657488224,Loam,5.767366489691817,High Yield
F115,2015,624.8842941686241,21.241917609106018,175.45188334478084,1.508014482809922,Loam,3.1656437210722537,Medium Yield
F116,2019,431.49192249169636,23.820756042067366,196.1655004117233,1.023872017477261,Loam,2.4256455019995657,Low Yield
F117,2024,559.3407796786082,23.89837819430277,182.93301447977097,1.7276372243352307,Loam,4.38070296328333,Medium Yield
F118,2021,480.6489915554962,26.75478038474499,143.43842932145654,1.542728278264056,Sandy,2.3046111862363814,Low Yield
F119,2021,750.0,21.40910867187658,196.1655004117233,2.9770419846630007,Clay,7.319702893703959,High Yield
F120,2023,408.2336370956386,25.244378834559544,155.2959429847978,0.8831514529048203,Clay,2.1657006312422284,Low Yield
F121,2024,646.5545396666125,22.400743519278468,196.9559944279481,2.3159389994486035,Clay,5.4731893730453525,High Yield
F122,2024,654.4573805394791,23.72628651893884,189.26941752959488,1.9869731901381595,Clay,4.630844738108522,Medium Yield
F123,2017,648.4197053408595,19.714515436277072,206.89602790159023,2.895557866238537,Loam,6.032156811771197,High Yield
F124,2021,515.1492236035667,23.62062231623521,176.7308715307979,2.1552297517768046,Clay,3.9689160048483916,Medium Yield
F125,2015,522.7991761733799,25.32524556310655,129.92225526223427,0.9555784136515697,Clay,2.930249700366465,Low Yield
F126,2018,750.0,18.0,250.0,3.0,Clay,7.891045329863187,High Yield
F127,2018,676.9307520548223,21.67114299114094,217.22121660722584,3.0,Loam,7.03360101241618,High Yield
F128,2019,750.0,18.988746938582395,227.06630506487485,2.9060664219528904,Clay,7.162427709870052,High Yield
F129,2021,566.1243277359251,23.75366763835103,149.26799018693865,1.4935976578589878,Sandy,3.5015081630951843,Medium Yield
F130,2021,559.3198283745362,23.78772742186614,154.18308260660092,1.9218333015903095,Loam,2.2330084065765394,Low Yield
F131,2018,578.0413522155281,22.056369346134527,167.69731777589095,1.8890456242903995,Clay,3.819593088039337,Medium Yield
F132,2021,604.2653525406569,18.177109894777068,178.64562285767937,2.7249928331121973,Loam,5.222494563179932,High Yield
F133,2017,655.1889502901583,23.13284950115761,187.38593202654147,2.1429146072096286,Loam,3.959907450776245,Medium Yield
F134,2020,716.0773811345222,23.049516286056043,246.46824588455956,2.8164947801687195,Loam,6.967214022725532,High Yield
F135,2016,567.1014921928403,21.935498959195204,196.1655004117233,1.4602326937199277,Sandy,3.629257494918451,Medium Yield
F136,2024,750.0,22.724906664301685,232.81831189132006,2.927615718536943,Loam,7.791510982344619,High Yield
F137,2023,653.7397240778804,24.191888181815653,232.76365079273882,1.915798442187675,Loam,4.743590969682371,Medium Yield
F138,2019,749.1738804025501,18.47444376594448,239.02894854935252,2.3394375789526842,Loam,7.052138450071888,High Yield
F139,2020,470.98866127657885,24.083046802266768,133.88637412535675,1.6845470362282977,Clay,3.1662802039692384,Medium Yield
F140,2018,563.6186234735843,22.212195250202505,212.0581235389317,2.366494472569095,Clay,4.468123430340071,Medium Yield
F141,2024,638.2955077529475,22.812904379342616,199.07962872305788,2.347094346823054,Sandy,6.197073264603163,High Yield
F142,2021,615.6204976082297,25.237875402043432,207.90228970240096,2.0335089980507988,Sandy,2.830118554506808,Low Yield
F143,2023,478.7404850686016,26.277370406110446,154.02701715288586,0.9066228309470483,Clay,2.796472533457819,Low Yield
F144,2021,708.4522320599319,18.76573126468583,250.0,3.0,Sandy,7.817221202684954,High Yield
F145,2015,691.8786519899455,19.972577937758434,176.2915980033066,2.966321890959033,Clay,6.287570625079713,High Yield
F146,2015,523.0006875140589,25.681628671847005,116.43727795458676,1.140792419645449,Loam,2.2464051006072547,Low Yield
F147,2023,592.1086882970536,21.898426888355917,209.04454380775368,1.8169722386661253,Loam,4.392925408668767,Medium Yield
F148,2023,579.9975766867238,20.070288402938086,192.62738429041622,2.2506809357172117,Sandy,4.6011244254844526,Medium Yield
F149,2018,746.5843562199487,21.140213041441612,250.0,2.671877288611202,Clay,6.464255857994692,High Yield
F150,2023,548.7725853960068,21.36679937238541,175.4253114310912,0.9961400857371376,Clay,3.505163164079967,Medium Yield
F151,2017,615.6204976082297,23.71424617732196,161.14346315709994,1.2176136930095045,Sandy,3.1060020459882205,Medium Yield
F152,2021,480.2628472095755,24.233656318947894,180.86968856087884,1.2725719479930078,Clay,2.485237799703186,Low Yield
F153,2020,615.6204976082297,23.252672334530295,205.888118415271,1.517180186607182,Loam,4.569886849640646,Medium Yield
F154,2022,735.3356491662045,22.683307621660045,211.03101485057792,2.273685019006091,Sandy,6.130999404592198,High Yield
F155,2023,400.0,26.871004004637793,122.16469748473097,0.8307073640051514,Sandy,2.3491615730506616,Low Yield
F156,2019,694.9893393107473,19.644534571144035,193.02923106266917,2.7299745501336337,Clay,7.491282365758883,High Yield
F157,2015,633.3045690964755,21.237550808585546,178.51131244869515,1.8534236125494725,Sandy,4.654113378386627,Medium Yield
F158,2017,611.0849354629526,23.42639107592478,140.74937600078044,1.6801277013982452,Clay,3.4387241549444196,Medium Yield
F159,2024,522.2974160436644,24.302039763806583,200.014837998833,1.273484621702572,Clay,2.5632397404877505,Low Yield
F160,2022,537.9809607056384,23.42308285160103,145.06500579317154,1.618710660888428,Clay,3.0971959826438438,Medium Yield
F161,2020,750.0,18.0,229.08989458821645,2.9924644472541324,Clay,7.607683984038259,High Yield
F162,2022,718.7457004133204,20.069263493573487,178.88054431560403,2.631159361735575,Clay,5.829623563060102,High Yield
F163,2023,579.7036707220888,20.914638780250005,190.30198239003468,2.3559403949628477,Sandy,5.1001775445594,High Yield
F164,2018,665.8122727373317,21.99948956329158,198.13432586342452,2.5875208914782277,Loam,5.942667971001001,High Yield
F165,2015,619.8725860097221,20.65049792661668,221.26778967615192,2.873346913561062,Loam,4.614037392067346,Medium Yield
F166,2015,750.0,18.930493972330616,222.99894630150428,2.598044509546108,Sandy,6.380235899370911,High Yield
F167,2024,543.3290093211978,22.767018960753365,142.69078391218295,1.9925391905795,Sandy,2.286296766149893,Low Yield
F168,2018,630.9059627596139,23.3779451250607,198.48573109893164,2.309985290349573,Loam,5.396223262964458,High Yield
F169,2021,540.1484089463349,23.11539720469494,171.0712237635643,1.397606814887903,Loam,2.951878685854946,Low Yield
F170,2016,424.8490455872864,25.589927989040895,141.97195956544473,1.2383591599716202,Loam,2.720987886833853,Low Yield
F171,2017,625.6748367444227,23.648880789945448,189.30558437623196,2.2189421146277817,Loam,4.051278000298409,Medium Yield
F172,2015,543.8838942121909,26.789764938035344,180.10679131856108,1.789274266266585,Loam,2.5507943948806515,Low Yield
F173,2019,572.8240310817522,24.47879754042316,157.29416138620596,1.481479509792969,Clay,2.5649419296113605,Low Yield
F174,2015,562.0435288014887,21.743090498636427,167.53937165001787,2.048963987459488,Sandy,3.868479856347765,Medium Yield
F175,2022,750.0,18.0,228.62575105048168,2.5784161013884037,Clay,7.877063171729051,High Yield
F176,2015,509.45727838196507,20.00806950865681,151.7221756356091,0.9891103092888462,Loam,3.051981619336031,Medium Yield
F177,2015,434.60204392304735,25.613321575080228,150.69220143552332,1.5310751316737676,Loam,2.102966610990501,Low Yield
F178,2016,657.7703508944178,20.93797568620404,192.72795074959356,2.5182648437614263,Loam,6.580186538023465,High Yield
F179,2016,608.3496339993333,20.155684829915916,244.90856507239832,2.8627525571894625,Clay,6.841477862304677,High Yield
F180,2020,624.1351600656719,20.608071137070283,180.61148988711886,1.5591342170558031,Sandy,4.077825926536405,Medium Yield
F181,2021,500.73275076399307,23.57318562062081,186.79202076053193,2.493359940173204,Loam,4.788042877637668,Medium Yield
F182,2019,750.0,19.579373337706244,197.41127106829083,1.8812000533884705,Clay,5.89864209585658,High Yield
F183,2015,411.9091226367172,23.779202827309618,133.37907495277895,0.7994349569246317,Clay,2.2883535451822024,Low Yield
F184,2015,750.0,18.0,250.0,3.0,Loam,7.694874389548316,High Yield
F185,2017,674.8508994872157,18.96751047902376,234.68731304912814,2.004573188288969,Clay,7.320082323788285,High Yield
F186,2016,584.0362295007529,21.31624546766154,156.82773328037143,1.7277462041941885,Sandy,3.5653617400502835,Medium Yield
F187,2019,453.8951068098826,25.329662077243437,148.59303065009874,1.1214982143654983,Sandy,2.0918272417423083,Low Yield
F188,2024,750.0,19.143400057479383,250.0,2.654407501889022,Sandy,7.600617848476897,High Yield
F189,2020,621.2081029319693,23.40318671500098,168.8834857139857,2.004467827764,Sandy,5.006239303491555,High Yield
F190,2021,682.770680809954,21.718604122831398,209.60957687654675,1.8820756678231743,Loam,5.236264690400375,High Yield
F191,2018,670.8428914618313,18.360828982223254,250.0,2.8701088514360644,Loam,6.1037826163888464,High Yield
F192,2021,666.8089294292975,21.104451608553983,216.1756717813754,2.8210700597395713,Loam,5.695106986339483,High Yield
F193,2022,750.0,18.0,209.70766141621183,2.689075482514916,Sandy,7.663349627364543,High Yield
F194,2015,708.9298449703712,18.0,247.27581251337224,2.978129207850248,Sandy,7.665509582751004,High Yield
F195,2020,651.1251636464257,18.0,198.44357254106424,2.353475059134818,Clay,7.203193601330023,High Yield
F196,2022,589.4757780424779,18.0,250.0,2.640172392912209,Clay,5.818421584676067,High Yield
F197,2019,700.2913183109378,18.64213553797891,250.0,2.9408826799224936,Sandy,6.805695768094399,High Yield
F198,2018,640.8246856061287,22.114570546697998,200.36266886217754,2.306111972155784,Sandy,6.063010054297891,High Yield
F199,2016,530.7160104463854,24.58447321060181,157.0904482082158,2.2051287206608436,Sandy,5.4402022500316,High Yield
F200,2020,546.8784052634762,23.675869613235534,134.3888659969592,1.3378085274567804,Sandy,2.771002119403461,Low Yield
